item_id,square_catalog_id,sku,item_name,brand,category,subcategory,era_decade,size,measurements,condition_rating,condition_notes,material,color_primary,color_secondary,pattern,cost_price,selling_price,suggested_retail_price,source,acquisition_date,acquisition_location,is_one_of_a_kind,weight_grams,photo_urls,tags,status
192,sq_item_192,VIN0192,DarkGreen Boots,Vintage Levi's,shoes,boots,1980s,XL,"{""chest"": ""39\"""", ""waist"": ""24\"""", ""length"": ""48\""""}",4,,cotton,black,,stripes,73.45,304.54,365.45,thrift_store,2024-12-17,Christineborough,True,775,"['https://example.com/photos/item_192_0.jpg', 'https://example.com/photos/item_192_1.jpg', 'https://example.com/photos/item_192_2.jpg', 'https://example.com/photos/item_192_3.jpg']","['bohemian', 'retro', 'vintage']",sold
193,sq_item_193,VIN0193,MediumAquaMarine Cardigan,Vintage Levi's,jackets,cardigan,1970s,size_8,"{""chest"": ""39\"""", ""waist"": ""25\"""", ""length"": ""38\""""}",4,,denim,green,,animal_print,35.29,147.63,177.16,estate_sale,2024-01-10,Hayesport,True,1194,"['https://example.com/photos/item_193_0.jpg', 'https://example.com/photos/item_193_1.jpg', 'https://example.com/photos/item_193_2.jpg']",['vintage'],available
194,sq_item_194,VIN0194,DeepSkyBlue Skirt,Unknown,bottoms,skirt,1990s,S,"{""chest"": ""42\"""", ""waist"": ""35\"""", ""length"": ""31\""""}",4,,linen,blue,blue,solid,18.25,38.65,46.38,donation,2023-09-02,Lindseychester,True,1101,"['https://example.com/photos/item_194_0.jpg', 'https://example.com/photos/item_194_1.jpg', 'https://example.com/photos/item_194_2.jpg', 'https://example.com/photos/item_194_3.jpg']",['retro'],sold
195,sq_item_195,VIN0195,FloralWhite Flats,Vintage Band Tee,shoes,flats,1960s,size_6,"{""chest"": ""32\"""", ""waist"": ""29\"""", ""length"": ""45\""""}",5,,polyester,brown,,animal_print,42.48,207.93,249.52,donation,2023-06-02,West Johnbury,True,1617,"['https://example.com/photos/item_195_0.jpg', 'https://example.com/photos/item_195_1.jpg']",['bohemian'],available
196,sq_item_196,VIN0196,PowderBlue Heels,Zara,shoes,heels,1970s,M,"{""chest"": ""32\"""", ""waist"": ""26\"""", ""length"": ""40\""""}",3,,silk,purple,,geometric,41.67,85.72,102.86,estate_sale,2023-04-19,Maryberg,True,333,"['https://example.com/photos/item_196_0.jpg', 'https://example.com/photos/item_196_1.jpg', 'https://example.com/photos/item_196_2.jpg', 'https://example.com/photos/item_196_3.jpg']","['retro', 'festival', 'bohemian']",available
197,sq_item_197,VIN0197,MediumPurple Tank Top,Unknown,tops,tank_top,1970s,size_14,"{""chest"": ""40\"""", ""waist"": ""26\"""", ""length"": ""30\""""}",5,,cotton,gray,white,solid,30.3,136.58,163.9,consignment,2023-05-25,Fordstad,True,1651,"['https://example.com/photos/item_197_0.jpg', 'https://example.com/photos/item_197_1.jpg', 'https://example.com/photos/item_197_2.jpg', 'https://example.com/photos/item_197_3.jpg']",['classic'],available
198,sq_item_198,VIN0198,Linen Skirt,Vintage Levi's,bottoms,skirt,1990s,size_14,"{""chest"": ""38\"""", ""waist"": ""36\"""", ""length"": ""25\""""}",3,,cotton,black,white,animal_print,37.9,181.05,217.26,donation,2023-10-18,Arnoldburgh,True,952,"['https://example.com/photos/item_198_0.jpg', 'https://example.com/photos/item_198_1.jpg', 'https://example.com/photos/item_198_2.jpg', 'https://example.com/photos/item_198_3.jpg']","['festival', 'classic', 'retro']",sold
199,sq_item_199,VIN0199,Cyan Flats,Zara,shoes,flats,1960s,M,"{""chest"": ""39\"""", ""waist"": ""33\"""", ""length"": ""50\""""}",3,,leather,yellow,,geometric,44.23,143.13,171.76,thrift_store,2023-07-16,Micheleberg,True,340,['https://example.com/photos/item_199_0.jpg'],"['statement_piece', 'retro', 'festival']",available
200,sq_item_200,VIN0200,WhiteSmoke Denim Jacket,H&M,jackets,denim_jacket,Y2K,size_10,"{""chest"": ""39\"""", ""waist"": ""26\"""", ""length"": ""25\""""}",4,Ea suscipit asperiores asperiores accusantium.,denim,green,green,stripes,25.73,66.41,79.69,donation,2024-04-09,Port Bonniefurt,True,188,['https://example.com/photos/item_200_0.jpg'],"['bohemian', 'retro', 'festival']",available
201,sq_item_201,VIN0201,HotPink Blouse,Forever 21,tops,blouse,1980s,size_6,"{""chest"": ""38\"""", ""waist"": ""27\"""", ""length"": ""43\""""}",4,,silk,yellow,blue,animal_print,41.38,97.17,116.6,online_marketplace,2023-07-24,New Jorgeside,True,869,"['https://example.com/photos/item_201_0.jpg', 'https://example.com/photos/item_201_1.jpg']",['vintage'],available
202,sq_item_202,VIN0202,SeaShell Belt,Zara,accessories,belt,1970s,size_6,"{""chest"": ""34\"""", ""waist"": ""31\"""", ""length"": ""43\""""}",3,,leather,blue,,solid,9.08,30.03,36.04,donation,2023-03-03,West Philip,True,674,"['https://example.com/photos/item_202_0.jpg', 'https://example.com/photos/item_202_1.jpg']",['vintage'],sold
203,sq_item_203,VIN0203,LightSteelBlue Cardigan,Zara,jackets,cardigan,1990s,size_14,"{""chest"": ""34\"""", ""waist"": ""33\"""", ""length"": ""37\""""}",5,Iure magni id magnam.,linen,blue,,polka_dot,17.84,54.07,64.88,consignment,2023-01-15,Port Tamara,True,1595,"['https://example.com/photos/item_203_0.jpg', 'https://example.com/photos/item_203_1.jpg', 'https://example.com/photos/item_203_2.jpg', 'https://example.com/photos/item_203_3.jpg']","['festival', 'classic', 'statement_piece']",available
204,sq_item_204,VIN0204,FireBrick Denim Jacket,Zara,jackets,denim_jacket,1960s,XS,"{""chest"": ""32\"""", ""waist"": ""31\"""", ""length"": ""43\""""}",5,Consequuntur culpa necessitatibus natus sit corporis quasi.,cashmere,purple,,animal_print,71.89,271.41,325.69,estate_sale,2024-04-08,Billyfort,True,1114,"['https://example.com/photos/item_204_0.jpg', 'https://example.com/photos/item_204_1.jpg']",['retro'],sold
205,sq_item_205,VIN0205,Lavender Cocktail Dress,H&M,dresses,cocktail_dress,1960s,size_10,"{""chest"": ""42\"""", ""waist"": ""28\"""", ""length"": ""25\""""}",5,,cotton,purple,,floral,76.25,182.86,219.43,online_marketplace,2023-07-09,West Miketon,True,1717,"['https://example.com/photos/item_205_0.jpg', 'https://example.com/photos/item_205_1.jpg', 'https://example.com/photos/item_205_2.jpg']","['vintage', 'bohemian', 'retro']",sold
206,sq_item_206,VIN0206,GreenYellow Blazer,H&M,jackets,blazer,1980s,size_14,"{""chest"": ""35\"""", ""waist"": ""36\"""", ""length"": ""41\""""}",3,,cotton,brown,,animal_print,44.82,129.52,155.42,consignment,2023-02-22,Paulmouth,True,327,"['https://example.com/photos/item_206_0.jpg', 'https://example.com/photos/item_206_1.jpg', 'https://example.com/photos/item_206_2.jpg', 'https://example.com/photos/item_206_3.jpg']","['vintage', 'retro']",available
207,sq_item_207,VIN0207,Brown Maxi Dress,Zara,dresses,maxi_dress,1990s,M,"{""chest"": ""37\"""", ""waist"": ""27\"""", ""length"": ""37\""""}",3,,polyester,blue,,stripes,32.48,128.12,153.74,donation,2024-11-27,Lake Mariohaven,True,966,"['https://example.com/photos/item_207_0.jpg', 'https://example.com/photos/item_207_1.jpg', 'https://example.com/photos/item_207_2.jpg']",['bohemian'],available
208,sq_item_208,VIN0208,LightSalmon Pants,Diane von Furstenberg,bottoms,pants,1980s,size_12,"{""chest"": ""36\"""", ""waist"": ""31\"""", ""length"": ""39\""""}",4,,silk,blue,,polka_dot,38.93,136.42,163.7,estate_sale,2023-03-24,Bethshire,True,900,"['https://example.com/photos/item_208_0.jpg', 'https://example.com/photos/item_208_1.jpg']","['bohemian', 'classic']",available
209,sq_item_209,VIN0209,ForestGreen T Shirt,Unknown,tops,t_shirt,Y2K,XS,"{""chest"": ""36\"""", ""waist"": ""30\"""", ""length"": ""41\""""}",4,Officiis facilis officiis saepe maxime fugiat.,denim,pink,,animal_print,13.4,32.75,39.3,estate_sale,2023-10-26,New Richard,True,487,['https://example.com/photos/item_209_0.jpg'],['festival'],sold
210,sq_item_210,VIN0210,MediumTurquoise Jewelry,Unknown,accessories,jewelry,1980s,size_12,"{""chest"": ""40\"""", ""waist"": ""31\"""", ""length"": ""34\""""}",4,Recusandae suscipit ab sunt ipsam dolorem maiores.,leather,red,,floral,35.88,108.66,130.39,online_marketplace,2024-01-16,Jasonburgh,True,690,['https://example.com/photos/item_210_0.jpg'],['statement_piece'],available
211,sq_item_211,VIN0211,DimGray Shorts,Gucci,bottoms,shorts,1970s,M,"{""chest"": ""42\"""", ""waist"": ""36\"""", ""length"": ""24\""""}",3,Nobis repellendus optio impedit ex beatae.,denim,gray,green,stripes,76.72,295.82,354.98,thrift_store,2023-07-30,Mendozashire,True,1251,['https://example.com/photos/item_211_0.jpg'],"['statement_piece', 'classic', 'festival']",sold
212,sq_item_212,VIN0212,DodgerBlue Shorts,J.Crew,bottoms,shorts,1980s,size_10,"{""chest"": ""34\"""", ""waist"": ""31\"""", ""length"": ""49\""""}",4,Ad aliquam nemo cum occaecati aliquam.,denim,green,,stripes,45.49,113.17,135.8,donation,2024-11-13,North Gabriel,True,401,"['https://example.com/photos/item_212_0.jpg', 'https://example.com/photos/item_212_1.jpg', 'https://example.com/photos/item_212_2.jpg', 'https://example.com/photos/item_212_3.jpg']","['classic', 'bohemian']",sold
213,sq_item_213,VIN0213,Gainsboro Sneakers,Unknown,shoes,sneakers,1980s,L,"{""chest"": ""39\"""", ""waist"": ""29\"""", ""length"": ""22\""""}",4,,polyester,gray,,stripes,72.51,175.35,210.42,thrift_store,2023-01-24,Greeneshire,True,271,"['https://example.com/photos/item_213_0.jpg', 'https://example.com/photos/item_213_1.jpg', 'https://example.com/photos/item_213_2.jpg', 'https://example.com/photos/item_213_3.jpg']","['classic', 'bohemian', 'vintage']",sold
214,sq_item_214,VIN0214,Azure Tank Top,J.Crew,tops,tank_top,1980s,M,"{""chest"": ""38\"""", ""waist"": ""29\"""", ""length"": ""32\""""}",4,Veniam dolor non iusto laboriosam.,denim,green,,geometric,28.83,109.99,131.99,estate_sale,2023-08-09,Port Robert,True,1590,"['https://example.com/photos/item_214_0.jpg', 'https://example.com/photos/item_214_1.jpg', 'https://example.com/photos/item_214_2.jpg', 'https://example.com/photos/item_214_3.jpg']","['vintage', 'classic', 'statement_piece']",available
215,sq_item_215,VIN0215,DarkTurquoise Tank Top,Zara,tops,tank_top,1970s,XL,"{""chest"": ""39\"""", ""waist"": ""32\"""", ""length"": ""30\""""}",3,,cashmere,white,green,polka_dot,59.65,193.42,232.1,thrift_store,2024-07-23,New Donna,True,1046,"['https://example.com/photos/item_215_0.jpg', 'https://example.com/photos/item_215_1.jpg']",['festival'],available
216,sq_item_216,VIN0216,LightGray Blazer,Ann Taylor,jackets,blazer,1970s,size_12,"{""chest"": ""39\"""", ""waist"": ""27\"""", ""length"": ""20\""""}",5,Quam exercitationem iste nihil.,leather,purple,green,polka_dot,46.54,98.98,118.78,thrift_store,2024-05-18,South Paul,True,1957,"['https://example.com/photos/item_216_0.jpg', 'https://example.com/photos/item_216_1.jpg']",['bohemian'],available
217,sq_item_217,VIN0217,DarkMagenta Shorts,Zara,bottoms,shorts,1980s,XL,"{""chest"": ""42\"""", ""waist"": ""34\"""", ""length"": ""35\""""}",5,,denim,brown,,solid,79.57,175.07,210.08,consignment,2023-06-16,East Alexandrahaven,True,1291,['https://example.com/photos/item_217_0.jpg'],['statement_piece'],available
218,sq_item_218,VIN0218,PeachPuff Denim Jacket,Zara,jackets,denim_jacket,Y2K,XS,"{""chest"": ""36\"""", ""waist"": ""28\"""", ""length"": ""36\""""}",4,Non debitis temporibus nobis.,polyester,red,,geometric,31.8,68.65,82.38,thrift_store,2024-07-10,North Timothyberg,True,760,"['https://example.com/photos/item_218_0.jpg', 'https://example.com/photos/item_218_1.jpg', 'https://example.com/photos/item_218_2.jpg']","['statement_piece', 'classic', 'retro']",sold
219,sq_item_219,VIN0219,Yellow Maxi Dress,Unknown,dresses,maxi_dress,1980s,size_6,"{""chest"": ""34\"""", ""waist"": ""25\"""", ""length"": ""26\""""}",3,Tempore quod officiis.,polyester,brown,,geometric,66.75,136.08,163.3,donation,2024-12-30,Woodton,True,1228,['https://example.com/photos/item_219_0.jpg'],"['vintage', 'bohemian']",sold
220,sq_item_220,VIN0220,Wheat Midi Dress,Unknown,dresses,midi_dress,1990s,size_14,"{""chest"": ""40\"""", ""waist"": ""36\"""", ""length"": ""30\""""}",3,,silk,blue,red,animal_print,74.26,255.35,306.42,thrift_store,2023-11-11,Perezfort,True,356,"['https://example.com/photos/item_220_0.jpg', 'https://example.com/photos/item_220_1.jpg']",['bohemian'],sold
221,sq_item_221,VIN0221,Olive Leather Jacket,Vintage Levi's,jackets,leather_jacket,1970s,size_12,"{""chest"": ""41\"""", ""waist"": ""24\"""", ""length"": ""35\""""}",3,Nihil qui quis possimus atque consequatur.,silk,green,,solid,10.83,46.83,56.2,estate_sale,2024-09-08,Cannonland,True,520,"['https://example.com/photos/item_221_0.jpg', 'https://example.com/photos/item_221_1.jpg']",['classic'],available
222,sq_item_222,VIN0222,LightSkyBlue Jeans,J.Crew,bottoms,jeans,1970s,M,"{""chest"": ""40\"""", ""waist"": ""36\"""", ""length"": ""43\""""}",4,,silk,white,,solid,11.81,53.59,64.31,donation,2023-08-11,Scotttown,True,1565,"['https://example.com/photos/item_222_0.jpg', 'https://example.com/photos/item_222_1.jpg']","['festival', 'retro']",available
223,sq_item_223,VIN0223,AntiqueWhite Mini Dress,Diane von Furstenberg,dresses,mini_dress,1990s,M,"{""chest"": ""39\"""", ""waist"": ""34\"""", ""length"": ""50\""""}",3,,cashmere,pink,blue,polka_dot,74.32,353.87,424.64,estate_sale,2023-11-18,New Adrianborough,True,353,"['https://example.com/photos/item_223_0.jpg', 'https://example.com/photos/item_223_1.jpg', 'https://example.com/photos/item_223_2.jpg', 'https://example.com/photos/item_223_3.jpg']",['retro'],available
224,sq_item_224,VIN0224,Maroon Tank Top,Vintage Levi's,tops,tank_top,1970s,S,"{""chest"": ""38\"""", ""waist"": ""28\"""", ""length"": ""34\""""}",4,,linen,blue,,stripes,62.17,255.78,306.94,online_marketplace,2023-07-13,Coxberg,True,1854,['https://example.com/photos/item_224_0.jpg'],"['classic', 'statement_piece']",sold
225,sq_item_225,VIN0225,Pink Blouse,Unknown,tops,blouse,1990s,S,"{""chest"": ""33\"""", ""waist"": ""26\"""", ""length"": ""32\""""}",4,,silk,red,blue,stripes,79.9,277.65,333.18,thrift_store,2024-09-01,Joseside,True,1828,"['https://example.com/photos/item_225_0.jpg', 'https://example.com/photos/item_225_1.jpg', 'https://example.com/photos/item_225_2.jpg', 'https://example.com/photos/item_225_3.jpg']",['festival'],sold
226,sq_item_226,VIN0226,Peru Cardigan,Unknown,jackets,cardigan,1990s,size_8,"{""chest"": ""37\"""", ""waist"": ""31\"""", ""length"": ""41\""""}",4,,linen,brown,purple,solid,25.89,107.2,128.64,estate_sale,2023-09-14,Cherylfurt,True,1102,"['https://example.com/photos/item_226_0.jpg', 'https://example.com/photos/item_226_1.jpg', 'https://example.com/photos/item_226_2.jpg', 'https://example.com/photos/item_226_3.jpg']",['classic'],sold
227,sq_item_227,VIN0227,GreenYellow Blouse,H&M,tops,blouse,Y2K,size_8,"{""chest"": ""41\"""", ""waist"": ""34\"""", ""length"": ""30\""""}",3,,silk,white,,geometric,12.47,26.92,32.3,online_marketplace,2024-04-22,Arnoldside,True,513,"['https://example.com/photos/item_227_0.jpg', 'https://example.com/photos/item_227_1.jpg', 'https://example.com/photos/item_227_2.jpg']","['vintage', 'classic', 'statement_piece']",sold
228,sq_item_228,VIN0228,SkyBlue Jewelry,Forever 21,accessories,jewelry,Y2K,S,"{""chest"": ""38\"""", ""waist"": ""31\"""", ""length"": ""30\""""}",5,,cotton,black,green,animal_print,65.71,237.97,285.56,thrift_store,2024-05-18,West Angie,True,982,"['https://example.com/photos/item_228_0.jpg', 'https://example.com/photos/item_228_1.jpg']","['classic', 'vintage']",sold
229,sq_item_229,VIN0229,SkyBlue Leather Jacket,Gucci,jackets,leather_jacket,1980s,size_12,"{""chest"": ""34\"""", ""waist"": ""32\"""", ""length"": ""21\""""}",4,,cashmere,gray,,stripes,47.66,165.46,198.55,consignment,2023-03-04,Vanessashire,True,157,['https://example.com/photos/item_229_0.jpg'],['statement_piece'],sold
230,sq_item_230,VIN0230,MediumTurquoise Jeans,Unknown,bottoms,jeans,Y2K,size_8,"{""chest"": ""37\"""", ""waist"": ""24\"""", ""length"": ""41\""""}",4,Quasi sequi omnis quibusdam ipsum praesentium.,leather,gray,white,stripes,62.39,241.79,290.15,estate_sale,2023-12-12,North Jason,True,447,['https://example.com/photos/item_230_0.jpg'],"['statement_piece', 'bohemian', 'vintage']",sold
231,sq_item_231,VIN0231,PaleGoldenRod Sneakers,H&M,shoes,sneakers,1980s,size_6,"{""chest"": ""38\"""", ""waist"": ""33\"""", ""length"": ""32\""""}",4,Reiciendis nostrum placeat amet harum odio.,linen,white,,floral,47.6,223.92,268.7,consignment,2024-05-23,Port Dustinchester,True,1129,"['https://example.com/photos/item_231_0.jpg', 'https://example.com/photos/item_231_1.jpg', 'https://example.com/photos/item_231_2.jpg']",['retro'],sold
232,sq_item_232,VIN0232,DarkCyan Pants,Local Designer,bottoms,pants,1960s,size_12,"{""chest"": ""35\"""", ""waist"": ""28\"""", ""length"": ""28\""""}",3,,cashmere,blue,,solid,77.71,202.46,242.95,donation,2023-04-08,West Jeffreyland,True,1312,"['https://example.com/photos/item_232_0.jpg', 'https://example.com/photos/item_232_1.jpg', 'https://example.com/photos/item_232_2.jpg']","['bohemian', 'retro']",available
233,sq_item_233,VIN0233,Blue Belt,Ann Taylor,accessories,belt,1980s,XL,"{""chest"": ""38\"""", ""waist"": ""34\"""", ""length"": ""37\""""}",4,,leather,gray,,animal_print,37.03,112.64,135.17,donation,2023-07-04,Ariasfurt,True,1904,['https://example.com/photos/item_233_0.jpg'],"['classic', 'retro', 'festival']",sold
234,sq_item_234,VIN0234,Turquoise Belt,Diane von Furstenberg,accessories,belt,Y2K,size_12,"{""chest"": ""41\"""", ""waist"": ""36\"""", ""length"": ""49\""""}",4,,cotton,brown,purple,floral,20.97,102.47,122.96,thrift_store,2023-06-04,Jenniferton,True,1628,"['https://example.com/photos/item_234_0.jpg', 'https://example.com/photos/item_234_1.jpg', 'https://example.com/photos/item_234_2.jpg']","['vintage', 'statement_piece']",available
235,sq_item_235,VIN0235,ForestGreen Midi Dress,Unknown,dresses,midi_dress,1990s,L,"{""chest"": ""38\"""", ""waist"": ""27\"""", ""length"": ""23\""""}",3,Ipsa dicta omnis rem enim alias nobis.,leather,purple,,polka_dot,68.45,191.72,230.06,online_marketplace,2024-10-24,New Gavin,True,1954,['https://example.com/photos/item_235_0.jpg'],['festival'],sold
236,sq_item_236,VIN0236,Blue Skirt,Gucci,bottoms,skirt,1980s,XS,"{""chest"": ""39\"""", ""waist"": ""36\"""", ""length"": ""20\""""}",3,,denim,gray,white,polka_dot,7.19,31.41,37.69,consignment,2024-11-18,Johntown,True,1446,['https://example.com/photos/item_236_0.jpg'],"['classic', 'festival']",sold
237,sq_item_237,VIN0237,DimGray Blouse,H&M,tops,blouse,1980s,size_12,"{""chest"": ""36\"""", ""waist"": ""31\"""", ""length"": ""48\""""}",3,,denim,yellow,,animal_print,47.82,167.41,200.89,online_marketplace,2023-08-30,West Kimberlystad,True,966,"['https://example.com/photos/item_237_0.jpg', 'https://example.com/photos/item_237_1.jpg']",['bohemian'],sold
238,sq_item_238,VIN0238,Orchid Sweater,Zara,tops,sweater,1980s,size_6,"{""chest"": ""33\"""", ""waist"": ""29\"""", ""length"": ""37\""""}",4,,leather,red,,animal_print,77.74,257.97,309.56,consignment,2023-11-12,Willishaven,True,143,['https://example.com/photos/item_238_0.jpg'],"['classic', 'bohemian', 'festival']",sold
239,sq_item_239,VIN0239,Aquamarine Shorts,Ann Taylor,bottoms,shorts,1970s,L,"{""chest"": ""39\"""", ""waist"": ""30\"""", ""length"": ""20\""""}",5,,leather,green,blue,stripes,28.2,137.49,164.99,thrift_store,2023-06-14,North Andreaside,True,1975,"['https://example.com/photos/item_239_0.jpg', 'https://example.com/photos/item_239_1.jpg', 'https://example.com/photos/item_239_2.jpg', 'https://example.com/photos/item_239_3.jpg']","['statement_piece', 'vintage', 'bohemian']",sold
240,sq_item_240,VIN0240,MediumVioletRed Jeans,Unknown,bottoms,jeans,1990s,size_8,"{""chest"": ""33\"""", ""waist"": ""26\"""", ""length"": ""42\""""}",4,Vitae eius non deserunt ut nemo.,cashmere,gray,,geometric,66.74,321.79,386.15,consignment,2024-04-09,Gregoryhaven,True,1523,['https://example.com/photos/item_240_0.jpg'],['classic'],sold
241,sq_item_241,VIN0241,DarkMagenta Heels,Unknown,shoes,heels,1980s,size_6,"{""chest"": ""41\"""", ""waist"": ""25\"""", ""length"": ""23\""""}",3,,wool,gray,,stripes,52.26,228.54,274.25,online_marketplace,2024-05-04,New Kellyville,True,1888,"['https://example.com/photos/item_241_0.jpg', 'https://example.com/photos/item_241_1.jpg']","['festival', 'retro']",sold
242,sq_item_242,VIN0242,Thistle Pants,Banana Republic,bottoms,pants,Y2K,size_14,"{""chest"": ""35\"""", ""waist"": ""24\"""", ""length"": ""50\""""}",3,,polyester,white,,floral,19.9,64.55,77.46,consignment,2024-12-19,Nancyshire,True,1844,"['https://example.com/photos/item_242_0.jpg', 'https://example.com/photos/item_242_1.jpg']",['vintage'],sold
243,sq_item_243,VIN0243,LightCoral Belt,Unknown,accessories,belt,1980s,XS,"{""chest"": ""40\"""", ""waist"": ""30\"""", ""length"": ""44\""""}",5,,linen,white,blue,floral,50.03,122.46,146.95,consignment,2023-10-22,Churchshire,True,1628,"['https://example.com/photos/item_243_0.jpg', 'https://example.com/photos/item_243_1.jpg', 'https://example.com/photos/item_243_2.jpg', 'https://example.com/photos/item_243_3.jpg']","['festival', 'vintage']",reserved
244,sq_item_244,VIN0244,SkyBlue Blazer,Unknown,tops,blazer,1970s,M,"{""chest"": ""32\"""", ""waist"": ""28\"""", ""length"": ""28\""""}",4,,polyester,yellow,,animal_print,21.17,94.68,113.62,online_marketplace,2023-03-29,Port Matthew,True,121,"['https://example.com/photos/item_244_0.jpg', 'https://example.com/photos/item_244_1.jpg', 'https://example.com/photos/item_244_2.jpg', 'https://example.com/photos/item_244_3.jpg']",['statement_piece'],available
245,sq_item_245,VIN0245,Salmon Sneakers,Forever 21,shoes,sneakers,1970s,S,"{""chest"": ""40\"""", ""waist"": ""24\"""", ""length"": ""21\""""}",4,Tempore similique laboriosam ducimus fugit ratione dolore.,denim,gray,,geometric,56.51,233.95,280.74,estate_sale,2023-01-06,Port Leslie,True,619,"['https://example.com/photos/item_245_0.jpg', 'https://example.com/photos/item_245_1.jpg', 'https://example.com/photos/item_245_2.jpg', 'https://example.com/photos/item_245_3.jpg']","['vintage', 'statement_piece']",available
246,sq_item_246,VIN0246,MidnightBlue Blazer,Diane von Furstenberg,tops,blazer,1970s,size_10,"{""chest"": ""34\"""", ""waist"": ""25\"""", ""length"": ""30\""""}",5,,leather,white,,floral,8.08,20.51,24.61,online_marketplace,2023-10-15,Lake Marilynbury,True,1631,"['https://example.com/photos/item_246_0.jpg', 'https://example.com/photos/item_246_1.jpg', 'https://example.com/photos/item_246_2.jpg']","['statement_piece', 'classic']",sold
247,sq_item_247,VIN0247,LightSlateGray Jewelry,Forever 21,accessories,jewelry,1980s,M,"{""chest"": ""40\"""", ""waist"": ""34\"""", ""length"": ""40\""""}",5,Id quibusdam exercitationem mollitia.,wool,black,black,polka_dot,43.77,144.76,173.71,consignment,2023-06-17,South Lee,True,1545,"['https://example.com/photos/item_247_0.jpg', 'https://example.com/photos/item_247_1.jpg', 'https://example.com/photos/item_247_2.jpg', 'https://example.com/photos/item_247_3.jpg']","['bohemian', 'vintage']",sold
248,sq_item_248,VIN0248,IndianRed Cocktail Dress,Diane von Furstenberg,dresses,cocktail_dress,1990s,M,"{""chest"": ""33\"""", ""waist"": ""29\"""", ""length"": ""22\""""}",4,Eaque veniam placeat tenetur libero dicta quasi.,wool,brown,,geometric,31.74,130.99,157.19,donation,2023-08-06,Jamieborough,True,1295,['https://example.com/photos/item_248_0.jpg'],"['retro', 'festival', 'vintage']",sold
249,sq_item_249,VIN0249,LightBlue Midi Dress,Vintage Levi's,dresses,midi_dress,1990s,S,"{""chest"": ""38\"""", ""waist"": ""29\"""", ""length"": ""38\""""}",5,Explicabo quod blanditiis aspernatur veritatis laudantium ab sequi.,denim,red,purple,animal_print,62.62,252.4,302.88,online_marketplace,2024-04-09,Port Timothymouth,True,1386,"['https://example.com/photos/item_249_0.jpg', 'https://example.com/photos/item_249_1.jpg', 'https://example.com/photos/item_249_2.jpg']","['classic', 'bohemian', 'statement_piece']",available
250,sq_item_250,VIN0250,Snow Cocktail Dress,Vintage Band Tee,dresses,cocktail_dress,1980s,L,"{""chest"": ""32\"""", ""waist"": ""36\"""", ""length"": ""40\""""}",4,,silk,brown,,polka_dot,29.37,123.2,147.84,estate_sale,2024-02-13,Travishaven,True,622,"['https://example.com/photos/item_250_0.jpg', 'https://example.com/photos/item_250_1.jpg']",['vintage'],available
251,sq_item_251,VIN0251,LightSeaGreen Mini Dress,Unknown,dresses,mini_dress,1990s,M,"{""chest"": ""33\"""", ""waist"": ""28\"""", ""length"": ""35\""""}",5,,leather,gray,white,stripes,68.93,171.55,205.86,donation,2023-07-24,Walkershire,True,1102,"['https://example.com/photos/item_251_0.jpg', 'https://example.com/photos/item_251_1.jpg', 'https://example.com/photos/item_251_2.jpg', 'https://example.com/photos/item_251_3.jpg']","['vintage', 'statement_piece']",available
252,sq_item_252,VIN0252,DarkSalmon Belt,Unknown,accessories,belt,1980s,S,"{""chest"": ""32\"""", ""waist"": ""32\"""", ""length"": ""30\""""}",5,,wool,purple,,animal_print,11.77,38.46,46.15,donation,2023-03-27,New Laurenfort,True,695,"['https://example.com/photos/item_252_0.jpg', 'https://example.com/photos/item_252_1.jpg', 'https://example.com/photos/item_252_2.jpg', 'https://example.com/photos/item_252_3.jpg']","['bohemian', 'vintage']",sold
253,sq_item_253,VIN0253,Yellow Skirt,Unknown,bottoms,skirt,1980s,size_14,"{""chest"": ""32\"""", ""waist"": ""32\"""", ""length"": ""22\""""}",5,,cashmere,pink,gray,stripes,78.81,319.41,383.29,consignment,2023-09-18,New Michaelburgh,True,1299,['https://example.com/photos/item_253_0.jpg'],"['bohemian', 'classic', 'vintage']",sold
254,sq_item_254,VIN0254,Salmon Sweater,H&M,tops,sweater,1970s,size_10,"{""chest"": ""42\"""", ""waist"": ""31\"""", ""length"": ""39\""""}",5,,wool,blue,gray,stripes,68.22,145.7,174.84,estate_sale,2024-03-20,Lake Aprilmouth,True,1194,['https://example.com/photos/item_254_0.jpg'],['vintage'],sold
255,sq_item_255,VIN0255,Aqua Mini Dress,Banana Republic,dresses,mini_dress,Y2K,size_14,"{""chest"": ""39\"""", ""waist"": ""28\"""", ""length"": ""39\""""}",5,,cashmere,green,red,solid,17.88,61.35,73.62,thrift_store,2023-04-25,Lake Jasonshire,True,1771,['https://example.com/photos/item_255_0.jpg'],"['festival', 'bohemian', 'classic']",available
256,sq_item_256,VIN0256,DarkGreen Denim Jacket,Forever 21,jackets,denim_jacket,1970s,XL,"{""chest"": ""39\"""", ""waist"": ""26\"""", ""length"": ""35\""""}",4,Facere similique deleniti ea earum vero.,wool,purple,,polka_dot,53.73,177.7,213.24,estate_sale,2024-04-05,Michaelfort,True,1298,"['https://example.com/photos/item_256_0.jpg', 'https://example.com/photos/item_256_1.jpg']",['statement_piece'],available
